Datetime,Junction,Vehicle,occupy,speed
2015-07-24 22:00:00,1,133.0,0.0431,66.2
2015-07-24 23:00:00,1,110.0,0.0449,61.3
2015-07-25 00:00:00,1,87.0,0.035,61.5
2015-07-25 01:00:00,1,100.0,0.0315,65.3
2015-07-25 02:00:00,1,116.0,0.0427,63.5
2015-07-25 03:00:00,1,105.0,0.0325,66.8
2015-07-25 04:00:00,1,105.0,0.0371,66.0
2015-07-25 05:00:00,1,117.0,0.042,65.8
2015-07-25 06:00:00,1,88.0,0.0308,66.2
2015-07-25 07:00:00,1,91.0,0.0273,68.5
2015-07-25 08:00:00,1,79.0,0.0292,66.3
2015-07-25 09:00:00,1,113.0,0.0312,70.7
2015-07-25 10:00:00,1,100.0,0.0367,66.8
2015-07-25 11:00:00,1,71.0,0.027,64.3
2015-07-25 12:00:00,1,88.0,0.0329,64.1
2015-07-25 13:00:00,1,82.0,0.0266,66.4
2015-07-25 14:00:00,1,81.0,0.0249,68.2
2015-07-25 15:00:00,1,102.0,0.0358,66.7
2015-07-25 16:00:00,1,105.0,0.0368,66.3
2015-07-25 17:00:00,1,106.0,0.0378,65.5
2015-07-25 18:00:00,1,98.0,0.0271,69.8
2015-07-25 19:00:00,1,125.0,0.0404,68.7
2015-07-25 20:00:00,1,121.0,0.0329,72.8
2015-07-25 21:00:00,1,137.0,0.0392,72.1
2015-07-25 22:00:00,1,124.0,0.0466,67.6
2015-07-25 23:00:00,1,106.0,0.0301,70.7
2015-07-26 00:00:00,1,112.0,0.0425,67.1
2015-07-26 01:00:00,1,100.0,0.0346,66.9
2015-07-26 02:00:00,1,95.0,0.0289,68.4
2015-07-26 03:00:00,1,135.0,0.0451,67.4
2015-07-26 04:00:00,1,138.0,0.0457,67.5
2015-07-26 05:00:00,1,154.0,0.0478,68.7
2015-07-26 06:00:00,1,167.0,0.0484,70.2
2015-07-26 07:00:00,1,164.0,0.0503,69.6
2015-07-26 08:00:00,1,186.0,0.0585,68.9
2015-07-26 09:00:00,1,174.0,0.0508,70.4
2015-07-26 10:00:00,1,195.0,0.0549,72.2
2015-07-26 11:00:00,1,161.0,0.0509,71.1
2015-07-26 12:00:00,1,189.0,0.0581,69.1
2015-07-26 13:00:00,1,185.0,0.0592,68.0
2015-07-26 14:00:00,1,182.0,0.059,67.0
2015-07-26 15:00:00,1,236.0,0.0708,67.9
2015-07-26 16:00:00,1,265.0,0.078,68.2
2015-07-26 17:00:00,1,253.0,0.0741,69.4
2015-07-26 18:00:00,1,295.0,0.0899,68.1
2015-07-26 19:00:00,1,328.0,0.0994,67.4
2015-07-26 20:00:00,1,252.0,0.0723,68.6
2015-07-26 21:00:00,1,347.0,0.1037,68.0
2015-07-26 22:00:00,1,271.0,0.0742,70.7
2015-07-26 23:00:00,1,273.0,0.0785,70.3
2015-07-27 00:00:00,1,276.0,0.0789,67.1
2015-07-27 01:00:00,1,268.0,0.0828,64.4
2015-07-27 02:00:00,1,232.0,0.0668,64.4
2015-07-27 03:00:00,1,309.0,0.0906,64.0
2015-07-27 04:00:00,1,411.0,0.13,61.2
2015-07-27 05:00:00,1,338.0,0.1022,61.4
2015-07-27 06:00:00,1,397.0,0.1229,61.6
2015-07-27 07:00:00,1,413.0,0.1218,61.9
2015-07-27 08:00:00,1,451.0,0.1315,62.2
2015-07-27 09:00:00,1,495.0,0.132,63.9
2015-07-27 10:00:00,1,399.0,0.1213,63.0
2015-07-27 11:00:00,1,406.0,0.1169,63.3
2015-07-27 12:00:00,1,411.0,0.1159999999999999,63.5
2015-07-27 13:00:00,1,449.0,0.1336,62.4
2015-07-27 14:00:00,1,482.0,0.1376,63.1
2015-07-27 15:00:00,1,438.0,0.1325,62.8
2015-07-27 16:00:00,1,482.0,0.143,62.2
2015-07-27 17:00:00,1,475.0,0.1312,63.6
2015-07-27 18:00:00,1,565.0,0.1647,62.6
2015-07-27 19:00:00,1,563.0,0.1593,62.5
2015-07-27 20:00:00,1,591.0,0.1692,62.4
2015-07-27 21:00:00,1,582.0,0.1671,62.6
2015-07-27 22:00:00,1,569.0,0.1751,60.9
2015-07-27 23:00:00,1,442.0,0.1327,60.3
2015-07-28 00:00:00,1,472.0,0.1509,58.4
2015-07-28 01:00:00,1,462.0,0.1353,60.6
2015-07-28 02:00:00,1,466.0,0.1391,61.5
2015-07-28 03:00:00,1,480.0,0.1389,62.2
2015-07-28 04:00:00,1,463.0,0.1354,62.0
2015-07-28 05:00:00,1,474.0,0.1298,63.9
2015-07-28 06:00:00,1,462.0,0.1402,62.6
2015-07-28 07:00:00,1,469.0,0.1293,63.7
2015-07-28 08:00:00,1,492.0,0.1483,62.2
2015-07-28 09:00:00,1,471.0,0.1431,61.8
2015-07-28 10:00:00,1,557.0,0.1661,61.6
2015-07-28 11:00:00,1,456.0,0.1296,63.1
2015-07-28 12:00:00,1,456.0,0.1347,62.5
2015-07-28 13:00:00,1,467.0,0.1504,60.6
2015-07-28 14:00:00,1,420.0,0.1265,61.6
2015-07-28 15:00:00,1,418.0,0.129,61.2
2015-07-28 16:00:00,1,436.0,0.1461,59.4
2015-07-28 17:00:00,1,457.0,0.1473,59.5
2015-07-28 18:00:00,1,437.0,0.1387,59.5
2015-07-28 19:00:00,1,433.0,0.1333,60.0
2015-07-28 20:00:00,1,470.0,0.1509,59.4
2015-07-28 21:00:00,1,495.0,0.1591,59.3
2015-07-28 22:00:00,1,429.0,0.1411,58.8
2015-07-28 23:00:00,1,503.0,0.1575,59.9
2015-07-29 00:00:00,1,454.0,0.1483,59.1
2015-07-29 01:00:00,1,453.0,0.1487,58.5
2015-07-29 02:00:00,1,487.0,0.1506,59.8
2015-07-29 03:00:00,1,489.0,0.1598,59.0
2015-07-29 04:00:00,1,456.0,0.1417,59.9
2015-07-29 05:00:00,1,446.0,0.1389,60.4
2015-07-29 06:00:00,1,478.0,0.1641,58.5
2015-07-29 07:00:00,1,444.0,0.1516,58.0
2015-07-29 08:00:00,1,449.0,0.1411,58.8
2015-07-29 09:00:00,1,502.0,0.1703,57.9
2015-07-29 10:00:00,1,472.0,0.1577,57.3
2015-07-29 11:00:00,1,452.0,0.1431,58.4
2015-07-29 12:00:00,1,490.0,0.1649,57.9
2015-07-29 13:00:00,1,496.0,0.1644,57.6
2015-07-29 14:00:00,1,482.0,0.1627,57.1
2015-07-29 15:00:00,1,485.0,0.1539,58.1
2015-07-29 16:00:00,1,486.0,0.1557,58.5
2015-07-29 17:00:00,1,524.0,0.1719,58.2
2015-07-29 18:00:00,1,523.0,0.1738,57.4
2015-07-29 19:00:00,1,507.0,0.1555,59.4
2015-07-29 20:00:00,1,536.0,0.1883,56.9
2015-07-29 21:00:00,1,508.0,0.1742,56.2
2015-07-29 22:00:00,1,563.0,0.1787,57.3
2015-07-29 23:00:00,1,527.0,0.1644,58.5
2015-07-30 00:00:00,1,479.0,0.1561,58.1
2015-07-30 01:00:00,1,492.0,0.1668,58.1
2015-07-30 02:00:00,1,515.0,0.1728,57.4
2015-07-30 03:00:00,1,538.0,0.1743,57.6
2015-07-30 04:00:00,1,502.0,0.1527,59.5
2015-07-30 05:00:00,1,523.0,0.1635,59.2
2015-07-30 06:00:00,1,373.0,0.1203,58.5
2015-07-30 07:00:00,1,504.0,0.177,56.3
2015-07-30 08:00:00,1,441.0,0.1398,57.5
2015-07-30 09:00:00,1,409.0,0.1353,57.2
2015-07-30 10:00:00,1,500.0,0.1662,57.2
2015-07-30 11:00:00,1,475.0,0.1461,58.4
2015-07-30 12:00:00,1,524.0,0.1702,58.3
2015-07-30 13:00:00,1,513.0,0.1532,60.1
2015-07-30 14:00:00,1,535.0,0.1661,60.0
2015-07-30 15:00:00,1,487.0,0.1428,61.3
2015-07-30 16:00:00,1,562.0,0.1616,62.1
2015-07-30 17:00:00,1,490.0,0.1529,60.9
2015-07-30 18:00:00,1,503.0,0.1515,60.3
2015-07-30 19:00:00,1,484.0,0.1512,59.6
2015-07-30 20:00:00,1,491.0,0.1568,58.9
2015-07-30 21:00:00,1,501.0,0.1501,59.5
2015-07-30 22:00:00,1,487.0,0.1465,60.0
2015-07-30 23:00:00,1,486.0,0.1471,60.2
2015-07-31 00:00:00,1,465.0,0.1489,58.8
2015-07-31 01:00:00,1,449.0,0.14,58.9
2015-07-31 02:00:00,1,480.0,0.1489,58.8
2015-07-31 03:00:00,1,499.0,0.1587,57.8
2015-07-31 04:00:00,1,511.0,0.1553,58.6
2015-07-31 05:00:00,1,478.0,0.1456,58.8
2015-07-31 06:00:00,1,485.0,0.1474,59.2
2015-07-31 07:00:00,1,512.0,0.1467,60.6
2015-07-31 08:00:00,1,488.0,0.1445,60.6
2015-07-31 09:00:00,1,479.0,0.1377,61.1
2015-07-31 10:00:00,1,464.0,0.1443,59.9
2015-07-31 11:00:00,1,488.0,0.1496,59.2
2015-07-31 12:00:00,1,506.0,0.1589,58.2
2015-07-31 13:00:00,1,535.0,0.1563,59.6
2015-07-31 14:00:00,1,518.0,0.1575,59.2
2015-07-31 15:00:00,1,539.0,0.1622,59.8
2015-07-31 16:00:00,1,538.0,0.1649,59.1
2015-07-31 17:00:00,1,512.0,0.1576,59.4
2015-07-31 18:00:00,1,502.0,0.1518,59.7
2015-07-31 19:00:00,1,514.0,0.1472,61.1
2015-07-31 20:00:00,1,525.0,0.1565,60.9
2015-07-31 21:00:00,1,549.0,0.1736,58.8
2015-07-31 22:00:00,1,521.0,0.1562,58.8
2015-07-31 23:00:00,1,526.0,0.1537,59.8
2015-08-01 00:00:00,1,509.0,0.1492,60.1
2015-08-01 01:00:00,1,484.0,0.2671,46.1
2015-08-01 02:00:00,1,448.0,0.2836,37.4
2015-08-01 03:00:00,1,327.0,0.4118,26.3
2015-08-01 04:00:00,1,486.0,0.284,28.4
2015-08-01 05:00:00,1,475.0,0.2072,34.3
2015-08-01 06:00:00,1,505.0,0.1605,45.1
2015-08-01 07:00:00,1,492.0,0.1434,53.2
2015-08-01 08:00:00,1,494.0,0.1449,57.0
2015-08-01 09:00:00,1,523.0,0.2192,49.5
2015-08-01 10:00:00,1,488.0,0.2235,44.1
2015-08-01 11:00:00,1,476.0,0.2073,42.2
2015-08-01 12:00:00,1,416.0,0.3291,32.8
2015-08-01 13:00:00,1,510.0,0.2064,38.5
2015-08-01 14:00:00,1,516.0,0.1616,47.2
2015-08-01 15:00:00,1,516.0,0.1572,53.0
2015-08-01 16:00:00,1,524.0,0.2263,47.1
2015-08-01 17:00:00,1,496.0,0.2225,43.3
2015-08-01 18:00:00,1,473.0,0.2319,39.9
2015-08-01 19:00:00,1,541.0,0.2232,41.6
2015-08-01 20:00:00,1,514.0,0.1935,44.4
2015-08-01 21:00:00,1,466.0,0.3572,34.1
2015-08-01 22:00:00,1,503.0,0.273,33.5
2015-08-01 23:00:00,1,471.0,0.2267,35.3
2015-08-02 00:00:00,1,425.0,0.2966,30.7
2015-08-02 01:00:00,1,499.0,0.2852,31.2
2015-08-02 02:00:00,1,492.0,0.2459,33.6
2015-08-02 03:00:00,1,496.0,0.1551,45.0
2015-08-02 04:00:00,1,476.0,0.2037,43.8
2015-08-02 05:00:00,1,492.0,0.2036,43.4
2015-08-02 06:00:00,1,455.0,0.1384,50.2
2015-08-02 07:00:00,1,461.0,0.1349,55.8
2015-08-02 08:00:00,1,476.0,0.1385,58.9
2015-08-02 09:00:00,1,441.0,0.1646,53.3
2015-08-02 10:00:00,1,417.0,0.3181,38.8
2015-08-02 11:00:00,1,385.0,0.3754,29.1
2015-08-02 12:00:00,1,477.0,0.2429,32.0
2015-08-02 13:00:00,1,484.0,0.2104,36.3
2015-08-02 14:00:00,1,488.0,0.1383,49.7
2015-08-02 15:00:00,1,520.0,0.1487,56.2
2015-08-02 16:00:00,1,480.0,0.13,61.0
2015-08-02 17:00:00,1,495.0,0.1407,62.0
2015-08-02 18:00:00,1,454.0,0.1197,64.3
2015-08-02 19:00:00,1,473.0,0.1257,65.6
2015-08-02 20:00:00,1,503.0,0.1369999999999999,65.3
2015-08-02 21:00:00,1,487.0,0.1365,64.3
2015-08-02 22:00:00,1,519.0,0.142,64.6
2015-08-02 23:00:00,1,525.0,0.1367,66.1
2015-08-03 00:00:00,1,452.0,0.1183,66.4
2015-08-03 01:00:00,1,505.0,0.1346,66.4
2015-08-03 02:00:00,1,455.0,0.1191,67.1
2015-08-03 03:00:00,1,482.0,0.1279,67.1
2015-08-03 04:00:00,1,481.0,0.1305,66.2
2015-08-03 05:00:00,1,466.0,0.1323,64.5
2015-08-03 06:00:00,1,458.0,0.1256,64.7
2015-08-03 07:00:00,1,487.0,0.1366,64.2
2015-08-03 08:00:00,1,476.0,0.138,63.1
2015-08-03 09:00:00,1,423.0,0.1212,62.8
2015-08-03 10:00:00,1,476.0,0.15,60.7
2015-08-03 11:00:00,1,426.0,0.12,61.8
2015-08-03 12:00:00,1,476.0,0.1323,63.7
2015-08-03 13:00:00,1,431.0,0.121,64.4
2015-08-03 14:00:00,1,415.0,0.1011,68.9
2015-08-03 15:00:00,1,454.0,0.1292,66.6
2015-08-03 16:00:00,1,456.0,0.1321,65.2
2015-08-03 17:00:00,1,485.0,0.1338,65.7
2015-08-03 18:00:00,1,416.0,0.1149,66.3
2015-08-03 19:00:00,1,419.0,0.1137,66.9
2015-08-03 20:00:00,1,416.0,0.1113,67.5
2015-08-03 21:00:00,1,415.0,0.12,65.7
2015-08-03 22:00:00,1,403.0,0.1069,67.1
2015-08-03 23:00:00,1,387.0,0.1087,66.3
2015-08-04 00:00:00,1,413.0,0.1163,65.7
2015-08-04 01:00:00,1,409.0,0.1066,67.6
2015-08-04 02:00:00,1,330.0,0.0848,68.9
2015-08-04 03:00:00,1,395.0,0.1026,69.3
2015-08-04 04:00:00,1,334.0,0.083,70.7
2015-08-04 05:00:00,1,370.0,0.0976,69.8
2015-08-04 06:00:00,1,361.0,0.0969999999999999,69.1
2015-08-04 07:00:00,1,317.0,0.0794,70.7
2015-08-04 08:00:00,1,362.0,0.1015,68.2
2015-08-04 09:00:00,1,356.0,0.0915,69.5
2015-08-04 10:00:00,1,300.0,0.0745,71.2
2015-08-04 11:00:00,1,331.0,0.0814,72.3
2015-08-04 12:00:00,1,256.0,0.0693,70.2
2015-08-04 13:00:00,1,318.0,0.0847,69.5
2015-08-04 14:00:00,1,335.0,0.0892,68.9
2015-08-04 15:00:00,1,300.0,0.0819999999999999,67.7
2015-08-04 16:00:00,1,303.0,0.0788,68.3
2015-08-04 17:00:00,1,308.0,0.0818,68.3
2015-08-04 18:00:00,1,269.0,0.0751,67.0
2015-08-04 19:00:00,1,270.0,0.0701,68.4
2015-08-04 20:00:00,1,273.0,0.0701,69.2
2015-08-04 21:00:00,1,269.0,0.0731,68.1
2015-08-04 22:00:00,1,280.0,0.0757,67.8
2015-08-04 23:00:00,1,269.0,0.0704,68.8
2015-08-05 00:00:00,1,226.0,0.0608,69.9
2015-08-05 01:00:00,1,245.0,0.0635,70.1
2015-08-05 02:00:00,1,257.0,0.065,71.4
2015-08-05 03:00:00,1,243.0,0.0656,69.5
2015-08-05 04:00:00,1,248.0,0.0616,70.6
2015-08-05 05:00:00,1,229.0,0.0594,70.3
2015-08-05 06:00:00,1,236.0,0.0609,70.3
2015-08-05 07:00:00,1,218.0,0.0643,67.2
2015-08-05 08:00:00,1,216.0,0.0574,67.8
2015-08-05 09:00:00,1,217.0,0.0615,66.6
2015-08-05 10:00:00,1,189.0,0.0498,68.0
2015-08-05 11:00:00,1,171.0,0.0496,66.3
2015-08-05 12:00:00,1,164.0,0.0408,69.6
2015-08-05 13:00:00,1,176.0,0.0447,70.6
2015-08-05 14:00:00,1,182.0,0.0473,70.6
2015-08-05 15:00:00,1,161.0,0.0435,70.0
2015-08-05 16:00:00,1,167.0,0.045,69.4
2015-08-05 17:00:00,1,160.0,0.0423,69.9
2015-08-05 18:00:00,1,159.0,0.0424,69.6
2015-08-05 19:00:00,1,151.0,0.0413,68.4
2015-08-05 20:00:00,1,147.0,0.042,67.1
2015-08-05 21:00:00,1,141.0,0.0407,66.4
2015-08-05 22:00:00,1,140.0,0.0372,68.1
2015-08-05 23:00:00,1,156.0,0.0466,67.0
2015-08-06 00:00:00,1,139.0,0.0418,66.1
2015-08-06 01:00:00,1,121.0,0.035,66.1
2015-08-06 02:00:00,1,108.0,0.034,64.8
2015-08-06 03:00:00,1,123.0,0.0364,65.1
2015-08-06 04:00:00,1,124.0,0.0369,65.8
2015-08-06 05:00:00,1,127.0,0.0337,68.2
2015-08-06 06:00:00,1,123.0,0.0336,68.6
2015-08-06 07:00:00,1,98.0,0.0249,70.0
2015-08-06 08:00:00,1,112.0,0.0289999999999999,70.2
2015-08-06 09:00:00,1,126.0,0.032,71.8
2015-08-06 10:00:00,1,103.0,0.025,71.7
2015-08-06 11:00:00,1,111.0,0.0298,70.9
2015-08-06 12:00:00,1,97.0,0.0257,72.2
2015-08-06 13:00:00,1,117.0,0.0369,67.9
2015-08-06 14:00:00,1,109.0,0.0315,68.3
2015-08-06 15:00:00,1,99.0,0.0272,69.7
2015-08-06 16:00:00,1,101.0,0.0269,70.5
2015-08-06 17:00:00,1,99.0,0.0273,72.7
2015-08-06 18:00:00,1,114.0,0.0343,69.6
2015-08-06 19:00:00,1,112.0,0.0303,69.9
2015-08-06 20:00:00,1,108.0,0.0299,69.7
2015-08-06 21:00:00,1,98.0,0.0269,70.1
2015-08-06 22:00:00,1,80.0,0.0236,68.7
2015-08-06 23:00:00,1,110.0,0.035,66.8
2015-08-07 00:00:00,1,52.0,0.0176,65.1
2015-08-07 01:00:00,1,122.0,0.0387,65.1
2015-08-07 02:00:00,1,109.0,0.0345,65.1
2015-08-07 03:00:00,1,129.0,0.0327,70.3
2015-08-07 04:00:00,1,112.0,0.0333,69.3
2015-08-07 05:00:00,1,108.0,0.0338,67.2
2015-08-07 06:00:00,1,123.0,0.0368,67.7
2015-08-07 07:00:00,1,125.0,0.0414,65.2
2015-08-07 08:00:00,1,114.0,0.0297,68.3
2015-08-07 09:00:00,1,110.0,0.0306,68.8
2015-08-07 10:00:00,1,98.0,0.0295,67.4
2015-08-07 11:00:00,1,112.0,0.0325,67.7
2015-08-07 12:00:00,1,103.0,0.0303,67.2
2015-08-07 13:00:00,1,101.0,0.0286,68.7
2015-08-07 14:00:00,1,122.0,0.035,68.0
2015-08-07 15:00:00,1,133.0,0.0397,66.7
2015-08-07 16:00:00,1,129.0,0.0374,67.3
2015-08-07 17:00:00,1,154.0,0.0454,67.0
2015-08-07 18:00:00,1,160.0,0.0511,64.5
2015-08-07 19:00:00,1,173.0,0.045,68.2
2015-08-07 20:00:00,1,172.0,0.05,68.1
2015-08-07 21:00:00,1,191.0,0.0529,68.2
2015-08-07 22:00:00,1,157.0,0.0413,69.7
2015-08-07 23:00:00,1,172.0,0.0464,69.9
2015-08-08 00:00:00,1,180.0,0.0463,67.2
2015-08-08 01:00:00,1,152.0,0.0437,64.5
2015-08-08 02:00:00,1,176.0,0.0548,59.7
2015-08-08 03:00:00,1,198.0,0.061,58.5
2015-08-08 04:00:00,1,181.0,0.0524,60.7
2015-08-08 05:00:00,1,225.0,0.0624,60.7
2015-08-08 06:00:00,1,244.0,0.0655,61.2
2015-08-08 07:00:00,1,233.0,0.0621,62.5
2015-08-08 08:00:00,1,274.0,0.0792,61.2
2015-08-08 09:00:00,1,279.0,0.0794,61.1
2015-08-08 10:00:00,1,262.0,0.0723,61.2
2015-08-08 11:00:00,1,282.0,0.0745,62.2
2015-08-08 12:00:00,1,261.0,0.0741,61.7
2015-08-08 13:00:00,1,285.0,0.0824,60.1
2015-08-08 14:00:00,1,270.0,0.0708,61.7
2015-08-08 15:00:00,1,265.0,0.0714,62.1
2015-08-08 16:00:00,1,261.0,0.0752,60.8
2015-08-08 17:00:00,1,274.0,0.0725,61.9
2015-08-08 18:00:00,1,334.0,0.1,59.0
2015-08-08 19:00:00,1,320.0,0.0851,61.5
2015-08-08 20:00:00,1,336.0,0.0898,61.0
2015-08-08 21:00:00,1,364.0,0.0962,61.8
2015-08-08 22:00:00,1,325.0,0.0882,61.3
2015-08-08 23:00:00,1,311.0,0.0813,62.4
2015-08-09 00:00:00,1,400.0,0.105,63.1
2015-08-09 01:00:00,1,283.0,0.0754,62.6
2015-08-09 02:00:00,1,328.0,0.0872,63.0
2015-08-09 03:00:00,1,330.0,0.0869,62.8
2015-08-09 04:00:00,1,365.0,0.0936,63.0
2015-08-09 05:00:00,1,378.0,0.1011,62.3
2015-08-09 06:00:00,1,344.0,0.0958,60.7
2015-08-09 07:00:00,1,350.0,0.0926,61.0
2015-08-09 08:00:00,1,405.0,0.1051,62.0
2015-08-09 09:00:00,1,386.0,0.0957,63.8
2015-08-09 10:00:00,1,399.0,0.106,62.9
2015-08-09 11:00:00,1,373.0,0.0968,63.4
2015-08-09 12:00:00,1,357.0,0.0946,62.7
2015-08-09 13:00:00,1,360.0,0.0973,62.0
2015-08-09 14:00:00,1,346.0,0.0876,63.0
2015-08-09 15:00:00,1,424.0,0.1116,62.4
2015-08-09 16:00:00,1,411.0,0.105,63.0
2015-08-09 17:00:00,1,392.0,0.1044,62.8
2015-08-09 18:00:00,1,389.0,0.1114,60.6
2015-08-09 19:00:00,1,412.0,0.107,61.9
2015-08-09 20:00:00,1,465.0,0.1299,60.3
2015-08-09 21:00:00,1,403.0,0.1058,61.8
2015-08-09 22:00:00,1,409.0,0.1095,60.9
2015-08-09 23:00:00,1,409.0,0.1241,58.0
2015-08-10 00:00:00,1,426.0,0.1181,58.7
2015-08-10 01:00:00,1,415.0,0.1171,59.4
2015-08-10 02:00:00,1,401.0,0.1057,60.4
2015-08-10 03:00:00,1,454.0,0.1211,60.6
2015-08-10 04:00:00,1,432.0,0.1204,60.0
2015-08-10 05:00:00,1,460.0,0.1223,61.1
2015-08-10 06:00:00,1,446.0,0.1199,60.9
2015-08-10 07:00:00,1,451.0,0.1173,61.5
2015-08-10 08:00:00,1,449.0,0.1168,61.9
2015-08-10 09:00:00,1,491.0,0.1366,60.8
2015-08-10 10:00:00,1,494.0,0.1357,60.1
2015-08-10 11:00:00,1,514.0,0.1332,61.0
2015-08-10 12:00:00,1,442.0,0.1147,61.5
2015-08-10 13:00:00,1,485.0,0.1261,61.7
2015-08-10 14:00:00,1,507.0,0.1299,62.2
2015-08-10 15:00:00,1,531.0,0.1437,61.0
2015-08-10 16:00:00,1,502.0,0.1335,61.2
2015-08-10 17:00:00,1,506.0,0.1391,60.3
2015-08-10 18:00:00,1,485.0,0.1318,60.7
2015-08-10 19:00:00,1,505.0,0.1361,60.3
2015-08-10 20:00:00,1,500.0,0.1293,61.3
2015-08-10 21:00:00,1,503.0,0.131,61.6
2015-08-10 22:00:00,1,505.0,0.1325,61.7
2015-08-10 23:00:00,1,528.0,0.1361,62.1
2015-08-11 00:00:00,1,508.0,0.132,61.9
2015-08-11 01:00:00,1,492.0,0.1346,60.8
2015-08-11 02:00:00,1,526.0,0.1323,62.1
2015-08-11 03:00:00,1,547.0,0.136,63.3
2015-08-11 04:00:00,1,521.0,0.1482,60.2
2015-08-11 05:00:00,1,487.0,0.122,62.0
2015-08-11 06:00:00,1,523.0,0.1366,61.8
2015-08-11 07:00:00,1,524.0,0.1293,63.1
2015-08-11 08:00:00,1,510.0,0.1303,62.9
2015-08-11 09:00:00,1,529.0,0.1415,61.4
2015-08-11 10:00:00,1,517.0,0.1318,62.1
2015-08-11 11:00:00,1,518.0,0.1303,62.6
2015-08-11 12:00:00,1,508.0,0.1346,61.5
2015-08-11 13:00:00,1,542.0,0.1369,62.1
2015-08-11 14:00:00,1,475.0,0.1198,62.6
2015-08-11 15:00:00,1,537.0,0.1375,62.6
2015-08-11 16:00:00,1,533.0,0.1382,62.2
2015-08-11 17:00:00,1,523.0,0.1316,62.9
2015-08-11 18:00:00,1,538.0,0.1442,61.6
2015-08-11 19:00:00,1,552.0,0.1389,62.6
2015-08-11 20:00:00,1,502.0,0.1309,62.2
2015-08-11 21:00:00,1,552.0,0.1402,62.5
2015-08-11 22:00:00,1,528.0,0.1331,63.0
2015-08-11 23:00:00,1,538.0,0.1333,63.5
2015-08-12 00:00:00,1,541.0,0.1332,63.8
2015-08-12 01:00:00,1,517.0,0.1265,64.3
2015-08-12 02:00:00,1,513.0,0.1369,62.5
2015-08-12 03:00:00,1,500.0,0.1266,62.6
2015-08-12 04:00:00,1,547.0,0.1387,62.7
2015-08-12 05:00:00,1,520.0,0.1296,63.3
2015-08-12 06:00:00,1,510.0,0.133,62.5
2015-08-12 07:00:00,1,524.0,0.1448,60.6
2015-08-12 08:00:00,1,513.0,0.1298,61.8
2015-08-12 09:00:00,1,527.0,0.1368,61.7
2015-08-12 10:00:00,1,497.0,0.1216,63.3
2015-08-12 11:00:00,1,479.0,0.1208,63.3
2015-08-12 12:00:00,1,468.0,0.1166,63.7
2015-08-12 13:00:00,1,498.0,0.1266,63.0
2015-08-12 14:00:00,1,532.0,0.1331,63.3
2015-08-12 15:00:00,1,511.0,0.1232,64.6
2015-08-12 16:00:00,1,488.0,0.1251,63.6
2015-08-12 17:00:00,1,506.0,0.1249,64.2
2015-08-12 18:00:00,1,494.0,0.1245,63.8
2015-08-12 19:00:00,1,487.0,0.1239,63.2
2015-08-12 20:00:00,1,515.0,0.1272,63.7
2015-08-12 21:00:00,1,516.0,0.1368,62.2
2015-08-12 22:00:00,1,522.0,0.1308,62.9
2015-08-12 23:00:00,1,490.0,0.1173,64.6
2015-08-13 00:00:00,1,496.0,0.1249,63.8
2015-08-13 01:00:00,1,484.0,0.1177,64.4
2015-08-13 02:00:00,1,514.0,0.1294,63.9
2015-08-13 03:00:00,1,510.0,0.128,63.6
2015-08-13 04:00:00,1,498.0,0.1301,62.6
2015-08-13 05:00:00,1,555.0,0.1371,63.3
2015-08-13 06:00:00,1,520.0,0.127,63.9
2015-08-13 07:00:00,1,558.0,0.1416,63.2
2015-08-13 08:00:00,1,527.0,0.1322,63.1
2015-08-13 09:00:00,1,497.0,0.1265,63.1
2015-08-13 10:00:00,1,517.0,0.1274,63.8
2015-08-13 11:00:00,1,521.0,0.1249,64.9
2015-08-13 12:00:00,1,478.0,0.1166,64.9
2015-08-13 13:00:00,1,474.0,0.1211,63.9
2015-08-13 14:00:00,1,474.0,0.12,63.6
2015-08-13 15:00:00,1,454.0,0.1067,65.4
2015-08-13 16:00:00,1,525.0,0.1261,65.7
2015-08-13 17:00:00,1,474.0,0.1194,64.6
2015-08-13 18:00:00,1,458.0,0.1112,65.2
2015-08-13 19:00:00,1,445.0,0.1078,65.5
2015-08-13 20:00:00,1,464.0,0.1143,65.1
2015-08-13 21:00:00,1,514.0,0.1255,65.0
2015-08-13 22:00:00,1,494.0,0.1213,64.8
2015-08-13 23:00:00,1,448.0,0.1094,65.1
2015-08-14 00:00:00,1,493.0,0.121,64.9
2015-08-14 01:00:00,1,460.0,0.1114,65.4
2015-08-14 02:00:00,1,513.0,0.1326,63.5
2015-08-14 03:00:00,1,473.0,0.1168,63.8
2015-08-14 04:00:00,1,517.0,0.1291,63.7
2015-08-14 05:00:00,1,444.0,0.1051,65.5
2015-08-14 06:00:00,1,468.0,0.108,66.9
2015-08-14 07:00:00,1,421.0,0.1009999999999999,66.5
2015-08-14 08:00:00,1,490.0,0.1215,65.2
2015-08-14 09:00:00,1,495.0,0.1182,65.7
2015-08-14 10:00:00,1,383.0,0.0928,66.3
2015-08-14 11:00:00,1,446.0,0.1066,66.5
2015-08-14 12:00:00,1,479.0,0.1127,67.1
2015-08-14 13:00:00,1,436.0,0.102,67.5
2015-08-14 14:00:00,1,361.0,0.0875,67.1
2015-08-14 15:00:00,1,348.0,0.0827,67.3
2015-08-14 16:00:00,1,355.0,0.0813,68.5
2015-08-14 17:00:00,1,353.0,0.0858,67.6
